date,time,0x0001,0x0002,0x0003,0x0004,0x0005,0x0006,0x0012,0x0013,0x0014,0x0015,0x0016,x_axis,y_axis,z_axis,orientation,reference_points,Messurement_points
2020-07-24, 16:37:24,-79.0,-79.0,-79.0,-76.0,-78.0,-75.0,-69,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:25,-79.0,-79.0,-79.0,-76.0,-78.0,-75.0,-69,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:26,-79.0,-79.0,-79.0,-76.0,-78.0,-75.0,-69,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:28,-79.0,-79.0,-79.0,-76.0,-78.0,-75.0,-59,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:29,-79.0,-79.0,-79.0,-75.0,-78.0,-75.0,-59,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:30,-79.0,-79.0,-79.0,-75.0,-78.0,-75.0,-59,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:31,-79.0,-79.0,-75.0,-75.0,-78.0,-75.0,-60,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:32,-79.0,-79.0,-75.0,-75.0,-77.0,-75.0,-60,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:33,-79.0,-79.0,-75.0,-79.0,-77.0,-73.0,-60,-73,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:34,-79.0,-79.0,-76.0,-79.0,-77.0,-73.0,-63,-73,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:35,-79.0,-79.0,-76.0,-79.0,-77.0,-73.0,-63,-73,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:36,-79.0,-79.0,-76.0,-79.0,-77.0,-73.0,-63,-74,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:37,-79.0,-79.0,-78.0,-79.0,-77.0,-73.0,-66,-74,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:38,-79.0,-79.0,-78.0,-79.0,-79.0,-73.0,-66,-74,-78.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:39,-79.0,-79.0,-79.0,-79.0,-79.0,-73.0,-66,-74,-78.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:40,-79.0,-79.0,-79.0,-79.0,-79.0,-72.0,-63,-76,-78.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:41,-79.0,-79.0,-79.0,-79.0,-79.0,-72.0,-63,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:42,-79.0,-79.0,-79.0,-79.0,-79.0,-72.0,-63,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:43,-79.0,-79.0,-79.0,-79.0,-79.0,-72.0,-64,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:45,-79.0,-79.0,-77.0,-79.0,-77.0,-72.0,-64,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:46,-79.0,-79.0,-77.0,-75.0,-77.0,-76.0,-63,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:48,-79.0,-79.0,-75.0,-75.0,-77.0,-76.0,-63,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:49,-79.0,-79.0,-75.0,-74.0,-77.0,-76.0,-64,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:50,-79.0,-79.0,-75.0,-74.0,-77.0,-69.0,-64,-73,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:51,-79.0,-79.0,-75.0,-74.0,-77.0,-69.0,-64,-73,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:52,-79.0,-79.0,-75.0,-79.0,-79.0,-69.0,-65,-73,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:53,-78.0,-79.0,-75.0,-79.0,-79.0,-78.0,-65,-78,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:54,-78.0,-79.0,-76.0,-79.0,-79.0,-78.0,-65,-78,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:55,-78.0,-79.0,-76.0,-79.0,-79.0,-78.0,-63,-78,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:56,-78.0,-79.0,-76.0,-79.0,-79.0,-78.0,-63,-78,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:57,-79.0,-79.0,-76.0,-79.0,-79.0,-78.0,-63,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:58,-79.0,-79.0,-76.0,-79.0,-79.0,-78.0,-64,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:37:59,-79.0,-79.0,-79.0,-79.0,-79.0,-78.0,-64,-76,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
2020-07-24, 16:38:00,-79.0,-79.0,-79.0,-79.0,-79.0,-72.0,-64,-74,-79.0,,,20.7,19.0,0.0,90,RP-9,P-4
