date,time,0x0001,0x0002,0x0003,0x0004,0x0005,0x0006,0x0012,0x0013,0x0014,0x0015,0x0016,x_axis,y_axis,z_axis,orientation,reference_points,Messurement_points
2020-06-28, 17:41:37,,-79,-77,-79.0,-77,-79.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:38,,-79,-77,-79.0,-77,-79.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:39,,-79,-77,-79.0,-77,-79.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:40,,-79,-75,-79.0,-77,-79.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:41,,-79,-75,-79.0,-73,-79.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:43,,-79,-79,-79.0,-73,-73.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:44,,-79,-79,-79.0,-74,-73.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:46,,-79,-79,-77.0,-74,-73.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:47,,-79,-79,-77.0,-74,-74.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:48,,-79,-79,-77.0,-72,-74.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:49,,-79,-75,-76.0,-72,-74.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:50,,-79,-75,-76.0,-72,-70.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:51,,-79,-75,-76.0,-71,-70.0,-77.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:52,,-79,-74,-76.0,-71,-70.0,-77.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:53,,-79,-74,-75.0,-71,-69.0,-77.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
2020-06-28, 17:41:54,,-79,-75,-75.0,-75,-69.0,-79.0,-79.0,,,,6.6,32.1,0.0,180,RP-5,P-1
