date,time,0x0001,0x0002,0x0003,0x0004,0x0005,0x0006,0x0012,0x0013,0x0014,0x0015,0x0016,x_axis,y_axis,z_axis,orientation,reference_points,Messurement_points
2020-07-24, 17:03:20,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-76.0,-76,-79,-75,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:21,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-76.0,-76,-79,-75,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:22,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-76.0,-76,-79,-75,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:23,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-76.0,-74,-75,-79,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:26,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-76.0,-67,-75,-79,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:27,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-76.0,-67,-75,-75,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:28,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-73.0,-67,-75,-75,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:29,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-73.0,-67,-79,-75,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:30,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-73.0,-67,-79,-76,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:31,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-71.0,-67,-79,-76,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:32,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-71.0,-67,-78,-76,21.2,9.4,0.0,270,RP-10,P-1
2020-07-24, 17:03:33,-79.0,-79.0,-79.0,-79.0,,-79.0,-79.0,-71.0,-66,-78,-78,21.2,9.4,0.0,270,RP-10,P-1
